,BCU,15C_average,15C_h08_gfdl-esm4,15C_h08_ipsl-cm6a-lr,15C_h08_mpi-esm1-2-hr,15C_h08_mri-esm2-0,15C_h08_ukesm1-0-ll,3C_average,3C_h08_gfdl-esm4,3C_h08_ipsl-cm6a-lr,3C_h08_mpi-esm1-2-hr,3C_h08_mri-esm2-0,3C_h08_ukesm1-0-ll,baseline
37,105|CHN,-0.0196847105763,-0.0130993454877,-0.0193620372647,-0.0263084323524,-0.0203969139257,-0.019256823427,-0.0156833043811,-0.00985563072209,-0.0161574988742,-0.023748471951,-0.0129506321855,-0.0157042884675,-0.0148448370674
38,118|CHN,-1.17958879855e-05,-1.21058874356e-05,-2.34367762459e-05,-2.34367762459e-05,0.0,0.0,-4.39286509391e-06,-2.19643252422e-05,0.0,0.0,0.0,0.0,0.0
39,123|CHN,-0.00891268985288,-0.000757549365517,-0.00795113463755,-0.0213369327612,-0.00618982737069,-0.00832800559874,-0.00865738496941,-0.000281229120446,-0.0121307205263,-0.0139319648733,-0.00120447939844,-0.0157385316852,-0.00151964910037
40,148|CHN,-2.37649981905,-2.14420643049,-2.0400293923,-3.16178735466,-2.32564455243,-2.21083129818,-2.49683491679,-1.93733283219,-2.0046401989,-3.55233210751,-2.53233126179,-2.45753817628,-2.02603563382
41,159|CHN,-4.72740457872,-2.23685526559,-3.15892800405,-5.16457317891,-6.83021195518,-6.2464544923,-5.19055075896,-3.09473335477,-5.18481526888,-4.74225905127,-6.36586003903,-6.5650860905,-3.24871954654
42,162|CHN,-7.90521192652,-10.4099376724,-5.09749674029,-10.1084223655,-7.67545547052,-6.23474715976,-9.4361182728,-14.5399105556,-9.45598064528,-9.14538484531,-5.83742934728,-8.20188612748,-7.79674080292
43,0|EEU,-0.132996571669,-0.127988060878,-0.0963433551151,-0.167765838043,-0.157194633175,-0.115690972088,-0.180508895915,-0.221784067631,-0.22722589178,-0.216754775571,-0.0659294408179,-0.170850314134,-0.071772002193
44,39|EEU,-0.107644650479,-0.0560706711694,-0.0936473352485,-0.0994341389596,-0.161124119171,-0.127946987996,-0.174167932875,-0.193067017513,-0.150509576168,-0.24027916223,-0.0591198448747,-0.22786406384,-0.0487544943148
45,48|EEU,-0.00207512035558,0.0,0.0,-0.00200820085593,-0.00252928660484,-0.00583811447723,-0.00528746647615,-0.00692924053874,-0.00327576353448,-0.00412241829326,-0.00808529125061,-0.00402461900376,0.0
46,106|EEU,-0.0200956434865,0.0,-0.00251109975204,-0.022208247552,-0.0260516246963,-0.0497072468133,-0.0502713225424,-0.0323111827113,-0.0173788224929,-0.0409522786715,-0.0181028808965,-0.142611447511,-0.00465548320062
47,10|FSU,-12.3743416809,-12.981957078,-12.5313327118,-12.0146052566,-12.6126196865,-11.731194261,-12.4298860396,-11.9452569303,-12.9675722364,-12.8123445018,-12.6461209329,-11.7781353813,-12.5339834164
48,11|FSU,-0.00776422634215,-0.00269603895231,-0.00513902008242,-0.0101199307519,-0.0121105190728,-0.0087556227536,-0.00843529680844,-0.000600262440457,-0.00641322723004,-0.0115357857576,-0.00429405346767,-0.0193331554009,-0.00188437315774
49,23|FSU,-0.0017600642941,-0.00303044494012,-0.000938014937674,-0.00214714248978,0.0,-0.00268471914023,-0.00213645640611,-0.00201147667121,-0.00194295212441,-0.00286902099197,-0.000786419376709,-0.00307241283917,-0.000205072003155
50,25|FSU,-0.0835811578272,-0.0917913117155,-0.064956451999,-0.0808285516832,-0.0796348307122,-0.100694642286,-0.215201608138,-0.288210009181,-0.194295404726,-0.213621011644,-0.152249304199,-0.227632311289,-0.0475559543302
51,26|FSU,-0.00110231556391,-0.000965068778896,-0.00124628678896,-0.00126915823057,-0.00203106387926,0.0,-0.00106990582935,-0.00201246226425,-0.00228046128905,-0.000997803654172,-5.88020593568e-05,0.0,-0.00214885699097
52,30|FSU,-10.4082471344,-10.8539491685,-10.5713957589,-9.97361204732,-10.8072306501,-9.83504778383,-10.785761932,-10.432552178,-11.4052950608,-11.0251520266,-10.9375479224,-10.1282625601,-10.5395847514
53,31|FSU,-0.999728940069,-1.0816142234,-0.995151849082,-0.924652035839,-1.10431477636,-0.892911928166,-1.08408684288,-1.13012654469,-1.10756413637,-1.13422155725,-1.01493590387,-1.03358604613,-0.942301088184
54,39|FSU,-0.0114532528532,-0.0085420915857,-0.00339126563631,-0.012394153513,-0.0149869619054,-0.017951792106,-0.0197704548277,-0.0380347337923,-0.0155453381594,-0.0151923466474,-0.00537452942081,-0.0247053265921,-0.000541546847671
55,42|FSU,-0.0432336666368,-0.0224970436666,-0.0598270476912,-0.0143713240848,-0.0442956651386,-0.0751772508393,-0.103251813399,-0.136577278361,-0.0284896815938,-0.0788806185383,-0.0331206222691,-0.239190872753,-0.0306575006937
56,43|FSU,-0.0365849927839,-0.0103842202734,-0.0303312296164,-0.0111011090339,-0.0781358761014,-0.0529725286251,-0.0696176874699,-0.125351071852,-0.0506186185376,-0.0413309699616,-0.0353673225909,-0.0954204501832,-0.00377656752244
57,44|FSU,-0.0444176103788,-0.0402192712972,-0.0572856447834,-0.0314280222738,-0.0395616713995,-0.053593443823,-0.104628365167,-0.142659586127,-0.0812136109162,-0.0915537140281,-0.0463047588783,-0.161410163477,-0.0449395452733
58,51|FSU,-0.00125447056632,-0.000698947783349,-0.000361379876267,-0.000177696676474,-0.000116381472253,-0.00491794701884,-0.00257418075967,-0.0010775842602,-0.000314971490297,-0.000570976475501,-0.0032094234366,-0.00769794802363,-0.00010252676293
59,54|FSU,-8.65533556862e-05,-3.36146622431e-05,-0.000102925107058,-8.04190713097e-05,-0.000102545373011,-0.000113262565719,-6.84374185767e-05,-8.05321324151e-05,-0.000112798819828,0.0,-7.13939734851e-05,-7.7462180343e-05,-0.000123516012536
60,74|FSU,-3.64287270713e-05,0.0,0.0,-0.000182143638085,0.0,0.0,-3.15698234772e-05,-0.000157849106472,0.0,0.0,0.0,0.0,0.0
61,77|FSU,-0.195739593988,-0.199167846176,-0.188149550861,-0.221169180331,-0.234361749926,-0.135849628351,-0.160887787007,-0.129584971874,-0.204032874456,-0.215265383209,-0.151902436088,-0.103653269936,-0.161139028223
62,79|FSU,-0.000183736822805,-0.000106156414859,-0.000161811022167,-7.16845261195e-05,-0.000306715963234,-0.000272316201517,-8.95954290172e-05,0.0,-0.000149294650328,-0.000129152442241,-0.000109898135634,-5.9631912336e-05,-0.000386579996302
63,105|FSU,-0.130696170746,-0.15693910185,-0.157159025578,-0.119292916815,-0.163219437112,-0.0568703743803,-0.0999721483906,-0.0774219648347,-0.162803592607,-0.166372513293,-0.0558998673055,-0.0373628025509,-0.0843698401768
