,id,basin_origin_name,basin_origin_id,basin_dest_name,basin_dest_id,MSG_reg,status,time,vol_yr_km3,vol_yr_MCM,runoff_km3,vol_mon_km3,vol_mon_MCM,length_km,energy_con_GWh,energy_con_MWh_MCM,invest_cost_bUSD,inv_cost_USD_MCM,fixed_cost_USD_MCM,var_cost_USD_MCM
191,15,Congo,38|AFR,Nile,96|AFR,AFR,Planned,9,9.4608,9460.8,,1.0512,1051.2,835,16826,1778.496533,2.75,290673.0932,2019,8841
192,15,Congo,38|AFR,Nile,96|AFR,AFR,Planned,10,9.4608,9460.8,,0.5256,525.6,835,16826,1778.496533,2.75,290673.0932,2019,8841
193,15,Congo,38|AFR,Nile,96|AFR,AFR,Planned,11,9.4608,9460.8,,0.5256,525.6,835,16826,1778.496533,2.75,290673.0932,2019,8841
194,15,Congo,38|AFR,Nile,96|AFR,AFR,Planned,12,9.4608,9460.8,,0.5256,525.6,835,16826,1778.496533,2.75,290673.0932,2019,8841
195,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,year,14.1912,14191.2,,,0,835,25240,1778.566999,3.23,227605.8402,2019,8841
196,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,1,14.1912,14191.2,,0.7884,788.4,835,25240,1778.566999,3.23,227605.8402,2019,8841
197,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,2,14.1912,14191.2,,0.7884,788.4,835,25240,1778.566999,3.23,227605.8402,2019,8841
198,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,3,14.1912,14191.2,,0.7884,788.4,835,25240,1778.566999,3.23,227605.8402,2019,8841
199,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,4,14.1912,14191.2,,1.5768,1576.8,835,25240,1778.566999,3.23,227605.8402,2019,8841
200,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,5,14.1912,14191.2,,1.5768,1576.8,835,25240,1778.566999,3.23,227605.8402,2019,8841
201,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,6,14.1912,14191.2,,1.5768,1576.8,835,25240,1778.566999,3.23,227605.8402,2019,8841
202,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,7,14.1912,14191.2,,1.5768,1576.8,835,25240,1778.566999,3.23,227605.8402,2019,8841
203,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,8,14.1912,14191.2,,1.5768,1576.8,835,25240,1778.566999,3.23,227605.8402,2019,8841
204,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,9,14.1912,14191.2,,1.5768,1576.8,835,25240,1778.566999,3.23,227605.8402,2019,8841
205,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,10,14.1912,14191.2,,0.7884,788.4,835,25240,1778.566999,3.23,227605.8402,2019,8841
206,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,11,14.1912,14191.2,,0.7884,788.4,835,25240,1778.566999,3.23,227605.8402,2019,8841
207,16,Congo,38|AFR,Nile,96|MEA,MEA,Planned,12,14.1912,14191.2,,0.7884,788.4,835,25240,1778.566999,3.23,227605.8402,2019,8841
208,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,year,23.652,23652,,,0,2120,80675,3410.916624,22.7,959749.704,3871,16956
209,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,1,23.652,23652,,1.314,1314,2120,80675,3410.916624,22.7,959749.704,3871,16956
210,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,2,23.652,23652,,1.314,1314,2120,80675,3410.916624,22.7,959749.704,3871,16956
211,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,3,23.652,23652,,1.314,1314,2120,80675,3410.916624,22.7,959749.704,3871,16956
212,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,4,23.652,23652,,2.628,2628,2120,80675,3410.916624,22.7,959749.704,3871,16956
213,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,5,23.652,23652,,2.628,2628,2120,80675,3410.916624,22.7,959749.704,3871,16956
214,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,6,23.652,23652,,2.628,2628,2120,80675,3410.916624,22.7,959749.704,3871,16956
215,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,7,23.652,23652,,2.628,2628,2120,80675,3410.916624,22.7,959749.704,3871,16956
216,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,8,23.652,23652,,2.628,2628,2120,80675,3410.916624,22.7,959749.704,3871,16956
217,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,9,23.652,23652,,2.628,2628,2120,80675,3410.916624,22.7,959749.704,3871,16956
218,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,10,23.652,23652,,1.314,1314,2120,80675,3410.916624,22.7,959749.704,3871,16956
219,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,11,23.652,23652,,1.314,1314,2120,80675,3410.916624,22.7,959749.704,3871,16956
220,17,Mississipy,90|NAM,Colorado,97|NAM,NAM,Planned,12,23.652,23652,,1.314,1314,2120,80675,3410.916624,22.7,959749.704,3871,16956
221,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,year,31.536,31536,,,0,500,47742,1513.888889,6.33,200722.9833,1718,7523
222,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,1,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
223,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,2,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
224,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,3,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
225,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,4,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
226,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,5,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
227,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,6,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
228,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,7,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
229,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,8,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
230,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,9,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
231,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,10,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
232,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,11,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
233,18,Amazon,9|LAM,Sao Francisco,125|LAM,LAM,Planned,12,31.536,31536,,2.628,2628,500,47742,1513.888889,6.33,200722.9833,1718,7523
